ID,group,item.number,item,spelling.learned,reduction.type,pronunciation,button.pressedd,correct,RT,trial,spellingTest.answer,spelling.correct
VN18,Reduced_None,57,cyntergus,reduced,nasal,"New words, canonical pronunciation",4,1,846,101,,
VN18,Reduced_None,37,fluttow,reduced,flap,"New words, canonical pronunciation",4,1,1210,32,,
VN18,Reduced_None,47,gleanty,none,nasal,"New words, canonical pronunciation",4,1,688,125,,
VN18,Reduced_None,41,glunter,reduced,nasal,"New words, canonical pronunciation",4,1,750,111,,
VN18,Reduced_None,63,lucrunty,reduced,nasal,"New words, canonical pronunciation",4,1,802,100,,
VN18,Reduced_None,49,pittery,none,flap,"New words, canonical pronunciation",4,1,1023,104,,
VN18,Reduced_None,52,pribetty,reduced,flap,"New words, canonical pronunciation",4,1,1236,34,,
VN18,Reduced_None,43,prounter,reduced,nasal,"New words, canonical pronunciation",4,1,731,23,,
VN18,Reduced_None,36,ruttow,none,flap,"New words, canonical pronunciation",4,1,661,59,,
VN18,Reduced_None,55,sceanetty,none,flap,"New words, canonical pronunciation",1,0,1100,48,,
VN18,Reduced_None,42,sento,none,nasal,"New words, canonical pronunciation",4,1,1250,1,,
VN18,Reduced_None,39,slettow,none,flap,"New words, canonical pronunciation",4,1,1188,9,,
VN18,Reduced_None,48,slyttenee,reduced,flap,"New words, canonical pronunciation",4,1,993,96,,
VN18,Reduced_None,44,smountus,none,nasal,"New words, canonical pronunciation",4,1,921,40,,
VN18,Reduced_None,56,sounterby,none,nasal,"New words, canonical pronunciation",4,1,1004,10,,
VN18,Reduced_None,54,spearottus,reduced,flap,"New words, canonical pronunciation",4,1,1556,22,,
VN18,Reduced_None,59,spentogy,reduced,nasal,"New words, canonical pronunciation",4,1,1025,53,,
VN18,Reduced_None,62,suspintus,none,nasal,"New words, canonical pronunciation",4,1,1165,38,,
VN18,Reduced_None,53,trecottus,none,flap,"New words, canonical pronunciation",4,1,1516,119,,
VN18,Reduced_None,40,trenter,none,nasal,"New words, canonical pronunciation",4,1,752,49,,
VN18,Reduced_None,50,trettemus,none,flap,"New words, canonical pronunciation",4,1,2611,69,,
VN18,Reduced_None,33,trotty,none,flap,"New words, canonical pronunciation",4,1,1597,116,,
VN18,Reduced_None,45,trounty,reduced,nasal,"New words, canonical pronunciation",4,1,702,110,,
VN18,Reduced_None,51,vettetus,reduced,flap,"New words, canonical pronunciation",4,1,1211,67,,
VN18,Reduced_None,58,vintimal,none,nasal,"New words, canonical pronunciation",4,1,764,35,,
VN18,Reduced_None,38,voutty,reduced,flap,"New words, canonical pronunciation",4,1,899,106,,
VN18,Reduced_None,64,abron,,,Nonwords,4,1,568,124,,
VN18,Reduced_None,65,balloom,,,Nonwords,4,1,1030,99,,
VN18,Reduced_None,68,bashketball,,,Nonwords,4,1,818,62,,
VN18,Reduced_None,83,bencil,,,Nonwords,4,1,764,91,,
VN18,Reduced_None,84,briest,,,Nonwords,4,1,874,29,,
VN18,Reduced_None,70,cabimet,,,Nonwords,4,1,1018,114,,
VN18,Reduced_None,71,cassier,,,Nonwords,4,1,956,8,,
VN18,Reduced_None,72,crame,,,Nonwords,4,1,1276,13,,
VN18,Reduced_None,73,dansher,,,Nonwords,4,1,679,92,,
VN18,Reduced_None,74,feshtival,,,Nonwords,4,1,754,56,,
VN18,Reduced_None,75,fiss,,,Nonwords,4,1,512,45,,
VN18,Reduced_None,76,glash,,,Nonwords,4,1,799,64,,
VN18,Reduced_None,77,grabe,,,Nonwords,4,1,729,28,,
VN18,Reduced_None,78,han,,,Nonwords,4,1,1335,25,,
VN18,Reduced_None,79,herpivore,,,Nonwords,4,1,1086,54,,
VN18,Reduced_None,80,nechanic,,,Nonwords,4,1,871,31,,
VN18,Reduced_None,81,nushroom,,,Nonwords,4,1,783,27,,
VN18,Reduced_None,82,palashe,,,Nonwords,4,1,927,55,,
VN18,Reduced_None,66,pank,,,Nonwords,4,1,892,6,,
VN18,Reduced_None,67,parrel,,,Nonwords,4,1,964,63,,
VN18,Reduced_None,69,prain,,,Nonwords,4,1,3435,0,,
VN18,Reduced_None,85,reshtaurant,,,Nonwords,1,0,2018,36,,
VN18,Reduced_None,86,ruppish,,,Nonwords,4,1,1015,68,,
VN18,Reduced_None,87,selter,,,Nonwords,4,1,1208,108,,
VN18,Reduced_None,90,shke,,,Nonwords,4,1,598,61,,
VN18,Reduced_None,88,sirt,,,Nonwords,4,1,671,75,,
VN18,Reduced_None,89,smail,,,Nonwords,4,1,1361,7,,
VN18,Reduced_None,91,spoom,,,Nonwords,4,1,1151,76,,
VN18,Reduced_None,92,sunnit,,,Nonwords,4,1,1039,118,,
VN18,Reduced_None,93,teemager,,,Nonwords,4,1,1686,14,,
VN18,Reduced_None,94,vegetaple,,,Nonwords,4,1,1130,84,,
VN18,Reduced_None,95,wimdow,,,Nonwords,4,1,920,83,,
VN18,Reduced_None,0,apron,,,Familiar words,1,1,646,50,,
VN18,Reduced_None,1,balloon,,,Familiar words,1,1,753,33,,
VN18,Reduced_None,2,bank,,,Familiar words,1,1,598,109,,
VN18,Reduced_None,3,barrel,,,Familiar words,1,1,681,16,,
VN18,Reduced_None,4,basketball,,,Familiar words,1,1,955,2,,
VN18,Reduced_None,5,brain,,,Familiar words,1,1,675,47,,
VN18,Reduced_None,6,cabinet,,,Familiar words,1,1,881,73,,
VN18,Reduced_None,7,cashier,,,Familiar words,1,1,865,12,,
VN18,Reduced_None,8,crane,,,Familiar words,1,1,803,43,,
VN18,Reduced_None,9,dancer,,,Familiar words,1,1,657,15,,
VN18,Reduced_None,10,festival,,,Familiar words,1,1,694,122,,
VN18,Reduced_None,11,fish,,,Familiar words,1,1,766,39,,
VN18,Reduced_None,12,glass,,,Familiar words,1,1,741,58,,
VN18,Reduced_None,13,grape,,,Familiar words,1,1,800,11,,
VN18,Reduced_None,14,ham,,,Familiar words,1,1,1225,102,,
VN18,Reduced_None,15,herbivore,,,Familiar words,1,1,663,57,,
VN18,Reduced_None,16,mechanic,,,Familiar words,1,1,786,112,,
VN18,Reduced_None,17,mushroom,,,Familiar words,1,1,879,4,,
VN18,Reduced_None,18,palace,,,Familiar words,1,1,706,81,,
VN18,Reduced_None,19,pencil,,,Familiar words,1,1,631,30,,
VN18,Reduced_None,20,priest,,,Familiar words,1,1,875,105,,
VN18,Reduced_None,21,restaurant,,,Familiar words,1,1,763,127,,
VN18,Reduced_None,22,rubbish,,,Familiar words,1,1,983,44,,
VN18,Reduced_None,23,shelter,,,Familiar words,1,1,733,121,,
VN18,Reduced_None,24,shirt,,,Familiar words,1,1,1022,72,,
VN18,Reduced_None,25,sil,,,Familiar words,1,1,1786,66,,
VN18,Reduced_None,26,ske,,,Familiar words,1,1,1201,60,,
VN18,Reduced_None,27,spoon,,,Familiar words,1,1,971,87,,
VN18,Reduced_None,28,summit,,,Familiar words,1,1,961,85,,
VN18,Reduced_None,29,teeger,,,Familiar words,1,1,711,89,,
VN18,Reduced_None,30,vegetable,,,Familiar words,1,1,767,51,,
VN18,Reduced_None,31,window,,,Familiar words,1,1,607,52,,
VN19,Reduced_None,99,bliddus,reduced,flap,"New words, trained pronunciation",1,1,2354,117,binnow,0
VN19,Reduced_None,124,bredenno,none,nasal,"New words, trained pronunciation",1,1,864,74,,
VN19,Reduced_None,110,bunnow,reduced,nasal,"New words, trained pronunciation",1,1,910,3,,1
VN19,Reduced_None,96,byddo,none,flap,"New words, trained pronunciation",1,1,1587,103,,
VN19,Reduced_None,98,cluddee,reduced,flap,"New words, trained pronunciation",1,1,549,5,,1
VN19,Reduced_None,125,credenner,reduced,nasal,"New words, trained pronunciation",1,1,1108,86,,0
VN19,Reduced_None,121,cynnergus,reduced,nasal,"New words, trained pronunciation",1,1,1123,71,cynnergy,0
VN19,Reduced_None,101,fluddow,reduced,flap,"New words, trained pronunciation",1,1,908,79,,1
VN19,Reduced_None,111,gleanny,none,nasal,"New words, trained pronunciation",1,1,908,41,,
VN19,Reduced_None,105,glunner,reduced,nasal,"New words, trained pronunciation",1,1,575,19,,1
VN19,Reduced_None,127,lucrunny,reduced,nasal,"New words, trained pronunciation",1,1,723,94,,1
VN19,Reduced_None,113,piddery,none,flap,"New words, trained pronunciation",1,1,1172,82,,
VN19,Reduced_None,116,pribeddy,reduced,flap,"New words, trained pronunciation",1,1,640,93,plibeddy,0
VN19,Reduced_None,107,prounner,reduced,nasal,"New words, trained pronunciation",1,1,538,24,,1
VN19,Reduced_None,100,ruddow,none,flap,"New words, trained pronunciation",1,1,837,115,,
VN19,Reduced_None,119,sceaneddy,none,flap,"New words, trained pronunciation",1,1,1025,21,,
VN19,Reduced_None,106,senno,none,nasal,"New words, trained pronunciation",1,1,977,120,,
VN19,Reduced_None,103,sleddow,none,flap,"New words, trained pronunciation",1,1,701,26,,
VN19,Reduced_None,112,slyddenee,reduced,flap,"New words, trained pronunciation",1,1,876,97,slyddery,0
VN19,Reduced_None,108,smounnus,none,nasal,"New words, trained pronunciation",1,1,1174,17,,
VN19,Reduced_None,120,sounnerby,none,nasal,"New words, trained pronunciation",1,1,1041,42,,
VN19,Reduced_None,118,spearoddus,reduced,flap,"New words, trained pronunciation",1,1,843,77,spearoddy,0
VN19,Reduced_None,123,spennogy,reduced,nasal,"New words, trained pronunciation",1,1,1228,78,s,0
VN19,Reduced_None,126,suspinnus,none,nasal,"New words, trained pronunciation",1,1,1167,126,,
VN19,Reduced_None,117,trecoddus,none,flap,"New words, trained pronunciation",1,1,987,70,,
VN19,Reduced_None,114,treddemus,none,flap,"New words, trained pronunciation",1,1,967,80,,
VN19,Reduced_None,104,trenner,none,nasal,"New words, trained pronunciation",1,1,1016,88,,
VN19,Reduced_None,97,troddy,none,flap,"New words, trained pronunciation",1,1,561,18,,
VN19,Reduced_None,109,trounny,reduced,nasal,"New words, trained pronunciation",1,1,518,123,,1
VN19,Reduced_None,115,veddetus,reduced,flap,"New words, trained pronunciation",1,1,726,95,v,0
VN19,Reduced_None,122,vinnimal,none,nasal,"New words, trained pronunciation",1,1,701,46,,
VN19,Reduced_None,102,vouddy,reduced,flap,"New words, trained pronunciation",1,1,700,98,vlouddy,0
VN19,Reduced_None,35,blittus,reduced,flap,"New words, canonical pronunciation",4,1,813,107,,
VN19,Reduced_None,60,bredento,none,nasal,"New words, canonical pronunciation",4,1,1083,90,,
VN19,Reduced_None,46,buntow,reduced,nasal,"New words, canonical pronunciation",4,1,782,20,,
VN19,Reduced_None,32,bytto,none,flap,"New words, canonical pronunciation",4,1,863,113,,
VN19,Reduced_None,34,cluttee,reduced,flap,"New words, canonical pronunciation",4,1,449,65,,
VN19,Reduced_None,61,credenter,reduced,nasal,"New words, canonical pronunciation",4,1,1375,37,,
VN19,Reduced_None,57,cyntergus,reduced,nasal,"New words, canonical pronunciation",4,1,821,101,,
VN19,Reduced_None,37,fluttow,reduced,flap,"New words, canonical pronunciation",4,1,874,32,,
VN19,Reduced_None,47,gleanty,none,nasal,"New words, canonical pronunciation",4,1,1011,125,,
VN19,Reduced_None,41,glunter,reduced,nasal,"New words, canonical pronunciation",4,1,690,111,,
VN19,Reduced_None,63,lucrunty,reduced,nasal,"New words, canonical pronunciation",4,1,632,100,,
VN19,Reduced_None,49,pittery,none,flap,"New words, canonical pronunciation",4,1,1623,104,,
VN19,Reduced_None,52,pribetty,reduced,flap,"New words, canonical pronunciation",4,1,840,34,,
VN19,Reduced_None,43,prounter,reduced,nasal,"New words, canonical pronunciation",4,1,858,23,,
VN19,Reduced_None,36,ruttow,none,flap,"New words, canonical pronunciation",1,0,573,59,,
VN19,Reduced_None,55,sceanetty,none,flap,"New words, canonical pronunciation",1,0,554,48,,
VN19,Reduced_None,42,sento,none,nasal,"New words, canonical pronunciation",4,1,787,1,,
VN19,Reduced_None,39,slettow,none,flap,"New words, canonical pronunciation",4,1,1254,9,,
VN19,Reduced_None,48,slyttenee,reduced,flap,"New words, canonical pronunciation",4,1,1014,96,,
VN19,Reduced_None,44,smountus,none,nasal,"New words, canonical pronunciation",4,1,937,40,,
VN19,Reduced_None,56,sounterby,none,nasal,"New words, canonical pronunciation",4,1,870,10,,
VN19,Reduced_None,54,spearottus,reduced,flap,"New words, canonical pronunciation",1,0,1941,22,,
VN19,Reduced_None,59,spentogy,reduced,nasal,"New words, canonical pronunciation",4,1,1064,53,,
VN19,Reduced_None,62,suspintus,none,nasal,"New words, canonical pronunciation",4,1,1182,38,,
VN19,Reduced_None,53,trecottus,none,flap,"New words, canonical pronunciation",1,0,718,119,,
VN19,Reduced_None,40,trenter,none,nasal,"New words, canonical pronunciation",1,0,636,49,,
VN19,Reduced_None,50,trettemus,none,flap,"New words, canonical pronunciation",4,1,1582,69,,
VN19,Reduced_None,33,trotty,none,flap,"New words, canonical pronunciation",4,1,919,116,,
VN19,Reduced_None,45,trounty,reduced,nasal,"New words, canonical pronunciation",4,1,719,110,,
VN19,Reduced_None,51,vettetus,reduced,flap,"New words, canonical pronunciation",4,1,1727,67,,
VN19,Reduced_None,58,vintimal,none,nasal,"New words, canonical pronunciation",4,1,1051,35,,
VN19,Reduced_None,38,voutty,reduced,flap,"New words, canonical pronunciation",4,1,695,106,,
VN19,Reduced_None,64,abron,,,Nonwords,4,1,629,124,,
VN19,Reduced_None,65,balloom,,,Nonwords,4,1,442,99,,
VN19,Reduced_None,68,bashketball,,,Nonwords,4,1,666,62,,
VN19,Reduced_None,83,bencil,,,Nonwords,4,1,850,91,,
VN19,Reduced_None,84,briest,,,Nonwords,4,1,800,29,,
VN19,Reduced_None,70,cabimet,,,Nonwords,4,1,772,114,,
VN19,Reduced_None,71,cassier,,,Nonwords,4,1,891,8,,
VN19,Reduced_None,72,crame,,,Nonwords,4,1,985,13,,
VN19,Reduced_None,73,dansher,,,Nonwords,4,1,465,92,,
VN19,Reduced_None,74,feshtival,,,Nonwords,4,1,595,56,,
VN19,Reduced_None,75,fiss,,,Nonwords,4,1,663,45,,
VN19,Reduced_None,76,glash,,,Nonwords,4,1,814,64,,
VN19,Reduced_None,77,grabe,,,Nonwords,4,1,671,28,,
VN19,Reduced_None,78,han,,,Nonwords,4,1,1040,25,,
VN19,Reduced_None,79,herpivore,,,Nonwords,4,1,1071,54,,
VN19,Reduced_None,80,nechanic,,,Nonwords,4,1,1230,31,,
VN19,Reduced_None,81,nushroom,,,Nonwords,4,1,600,27,,
VN19,Reduced_None,82,palashe,,,Nonwords,4,1,821,55,,
VN19,Reduced_None,66,pank,,,Nonwords,4,1,924,6,,
VN19,Reduced_None,67,parrel,,,Nonwords,4,1,689,63,,
VN19,Reduced_None,69,prain,,,Nonwords,4,1,3048,0,,
VN19,Reduced_None,85,reshtaurant,,,Nonwords,1,0,1991,36,,
VN19,Reduced_None,86,ruppish,,,Nonwords,4,1,1391,68,,
VN19,Reduced_None,87,selter,,,Nonwords,4,1,1206,108,,
VN19,Reduced_None,90,shke,,,Nonwords,4,1,488,61,,
VN19,Reduced_None,88,sirt,,,Nonwords,4,1,740,75,,
VN19,Reduced_None,89,smail,,,Nonwords,4,1,891,7,,
VN19,Reduced_None,91,spoom,,,Nonwords,1,0,807,76,,
VN19,Reduced_None,92,sunnit,,,Nonwords,4,1,841,118,,
VN19,Reduced_None,93,teemager,,,Nonwords,4,1,801,14,,
VN19,Reduced_None,94,vegetaple,,,Nonwords,4,1,666,84,,
VN19,Reduced_None,95,wimdow,,,Nonwords,1,0,655,83,,
VN19,Reduced_None,0,apron,,,Familiar words,1,1,812,50,,
VN19,Reduced_None,1,balloon,,,Familiar words,1,1,645,33,,
VN19,Reduced_None,2,bank,,,Familiar words,1,1,724,109,,
VN19,Reduced_None,3,barrel,,,Familiar words,1,1,567,16,,
VN19,Reduced_None,4,basketball,,,Familiar words,1,1,1581,2,,
VN19,Reduced_None,5,brain,,,Familiar words,1,1,581,47,,
VN19,Reduced_None,6,cabinet,,,Familiar words,1,1,879,73,,
VN19,Reduced_None,7,cashier,,,Familiar words,1,1,861,12,,
VN19,Reduced_None,8,crane,,,Familiar words,1,1,981,43,,
VN19,Reduced_None,9,dancer,,,Familiar words,1,1,861,15,,
VN19,Reduced_None,10,festival,,,Familiar words,1,1,684,122,,
VN19,Reduced_None,11,fish,,,Familiar words,1,1,651,39,,
VN19,Reduced_None,12,glass,,,Familiar words,1,1,481,58,,
VN19,Reduced_None,13,grape,,,Familiar words,4,0,611,11,,
VN19,Reduced_None,14,ham,,,Familiar words,4,0,395,102,,
VN19,Reduced_None,15,herbivore,,,Familiar words,1,1,716,57,,
VN19,Reduced_None,16,mechanic,,,Familiar words,1,1,872,112,,
VN19,Reduced_None,17,mushroom,,,Familiar words,1,1,662,4,,
VN19,Reduced_None,18,palace,,,Familiar words,1,1,769,81,,
VN19,Reduced_None,19,pencil,,,Familiar words,1,1,604,30,,
VN19,Reduced_None,20,priest,,,Familiar words,1,1,1429,105,,
VN19,Reduced_None,21,restaurant,,,Familiar words,1,1,894,127,,
VN19,Reduced_None,22,rubbish,,,Familiar words,1,1,1058,44,,
VN19,Reduced_None,23,shelter,,,Familiar words,1,1,943,121,,
VN19,Reduced_None,24,shirt,,,Familiar words,4,0,863,72,,
VN19,Reduced_None,25,sil,,,Familiar words,1,1,934,66,,
VN19,Reduced_None,26,ske,,,Familiar words,1,1,1431,60,,
VN19,Reduced_None,27,spoon,,,Familiar words,1,1,1208,87,,
VN19,Reduced_None,28,summit,,,Familiar words,1,1,1332,85,,
VN19,Reduced_None,29,teeger,,,Familiar words,1,1,688,89,,
VN19,Reduced_None,30,vegetable,,,Familiar words,1,1,759,51,,
VN19,Reduced_None,31,window,,,Familiar words,1,1,562,52,,
VN20,Reduced_None,99,bliddus,reduced,flap,"New words, trained pronunciation",1,1,523,117,binow,0
VN20,Reduced_None,124,bredenno,none,nasal,"New words, trained pronunciation",1,1,792,74,,
VN20,Reduced_None,110,bunnow,reduced,nasal,"New words, trained pronunciation",1,1,1064,3,,1
VN20,Reduced_None,96,byddo,none,flap,"New words, trained pronunciation",1,1,783,103,,
VN20,Reduced_None,98,cluddee,reduced,flap,"New words, trained pronunciation",1,1,859,5,cludee,0
VN20,Reduced_None,125,credenner,reduced,nasal,"New words, trained pronunciation",1,1,830,86,,1
VN20,Reduced_None,121,cynnergus,reduced,nasal,"New words, trained pronunciation",1,1,980,71,cy,0
VN20,Reduced_None,101,fluddow,reduced,flap,"New words, trained pronunciation",1,1,765,79,,1
VN20,Reduced_None,111,gleanny,none,nasal,"New words, trained pronunciation",1,1,680,41,,
VN20,Reduced_None,105,glunner,reduced,nasal,"New words, trained pronunciation",1,1,777,19,,1
VN20,Reduced_None,127,lucrunny,reduced,nasal,"New words, trained pronunciation",1,1,793,94,,0
VN20,Reduced_None,113,piddery,none,flap,"New words, trained pronunciation",1,1,706,82,,
VN20,Reduced_None,116,pribeddy,reduced,flap,"New words, trained pronunciation",1,1,715,93,pribetty,0
VN20,Reduced_None,107,prounner,reduced,nasal,"New words, trained pronunciation",1,1,689,24,,1
VN20,Reduced_None,100,ruddow,none,flap,"New words, trained pronunciation",1,1,829,115,,
VN20,Reduced_None,119,sceaneddy,none,flap,"New words, trained pronunciation",1,1,913,21,,
VN20,Reduced_None,106,senno,none,nasal,"New words, trained pronunciation",1,1,754,120,,
VN20,Reduced_None,103,sleddow,none,flap,"New words, trained pronunciation",1,1,1015,26,,
VN20,Reduced_None,112,slyddenee,reduced,flap,"New words, trained pronunciation",1,1,838,97,,1
VN20,Reduced_None,108,smounnus,none,nasal,"New words, trained pronunciation",1,1,933,17,,
VN20,Reduced_None,120,sounnerby,none,nasal,"New words, trained pronunciation",1,1,971,42,,
VN20,Reduced_None,118,spearoddus,reduced,flap,"New words, trained pronunciation",1,1,876,77,spearodus,0
VN20,Reduced_None,123,spennogy,reduced,nasal,"New words, trained pronunciation",1,1,1477,78,spiroms,0
VN20,Reduced_None,126,suspinnus,none,nasal,"New words, trained pronunciation",1,1,990,126,,
VN20,Reduced_None,117,trecoddus,none,flap,"New words, trained pronunciation",1,1,1055,70,,
VN20,Reduced_None,114,treddemus,none,flap,"New words, trained pronunciation",1,1,811,80,,
VN20,Reduced_None,104,trenner,none,nasal,"New words, trained pronunciation",1,1,649,88,,
VN20,Reduced_None,97,troddy,none,flap,"New words, trained pronunciation",1,1,743,18,,
VN20,Reduced_None,109,trounny,reduced,nasal,"New words, trained pronunciation",1,1,619,123,,1
VN20,Reduced_None,115,veddetus,reduced,flap,"New words, trained pronunciation",1,1,954,95,veddatus,0
VN20,Reduced_None,122,vinnimal,none,nasal,"New words, trained pronunciation",1,1,796,46,,
VN20,Reduced_None,102,vouddy,reduced,flap,"New words, trained pronunciation",1,1,628,98,,1
VN20,Reduced_None,35,blittus,reduced,flap,"New words, canonical pronunciation",4,1,989,107,,
VN20,Reduced_None,60,bredento,none,nasal,"New words, canonical pronunciation",4,1,783,90,,
VN20,Reduced_None,46,buntow,reduced,nasal,"New words, canonical pronunciation",4,1,809,20,,
VN20,Reduced_None,32,bytto,none,flap,"New words, canonical pronunciation",4,1,666,113,,
VN20,Reduced_None,34,cluttee,reduced,flap,"New words, canonical pronunciation",1,0,797,65,,
VN20,Reduced_None,61,credenter,reduced,nasal,"New words, canonical pronunciation",4,1,1141,37,,
VN20,Reduced_None,57,cyntergus,reduced,nasal,"New words, canonical pronunciation",4,1,942,101,,
VN20,Reduced_None,37,fluttow,reduced,flap,"New words, canonical pronunciation",4,1,831,32,,
VN20,Reduced_None,47,gleanty,none,nasal,"New words, canonical pronunciation",4,1,722,125,,
VN20,Reduced_None,41,glunter,reduced,nasal,"New words, canonical pronunciation",4,1,672,111,,
VN20,Reduced_None,63,lucrunty,reduced,nasal,"New words, canonical pronunciation",4,1,787,100,,
VN20,Reduced_None,49,pittery,none,flap,"New words, canonical pronunciation",4,1,741,104,,
VN20,Reduced_None,52,pribetty,reduced,flap,"New words, canonical pronunciation",1,0,1028,34,,
VN20,Reduced_None,43,prounter,reduced,nasal,"New words, canonical pronunciation",4,1,726,23,,
VN20,Reduced_None,36,ruttow,none,flap,"New words, canonical pronunciation",4,1,719,59,,
VN20,Reduced_None,55,sceanetty,none,flap,"New words, canonical pronunciation",1,0,1192,48,,
VN20,Reduced_None,42,sento,none,nasal,"New words, canonical pronunciation",4,1,1296,1,,
VN20,Reduced_None,39,slettow,none,flap,"New words, canonical pronunciation",4,1,925,9,,
VN20,Reduced_None,48,slyttenee,reduced,flap,"New words, canonical pronunciation",4,1,986,96,,
VN20,Reduced_None,44,smountus,none,nasal,"New words, canonical pronunciation",4,1,922,40,,
VN20,Reduced_None,56,sounterby,none,nasal,"New words, canonical pronunciation",4,1,1017,10,,
VN20,Reduced_None,54,spearottus,reduced,flap,"New words, canonical pronunciation",1,0,1537,22,,
VN20,Reduced_None,59,spentogy,reduced,nasal,"New words, canonical pronunciation",4,1,880,53,,
VN20,Reduced_None,62,suspintus,none,nasal,"New words, canonical pronunciation",4,1,1084,38,,
VN20,Reduced_None,53,trecottus,none,flap,"New words, canonical pronunciation",4,1,940,119,,
VN20,Reduced_None,40,trenter,none,nasal,"New words, canonical pronunciation",4,1,631,49,,
VN20,Reduced_None,50,trettemus,none,flap,"New words, canonical pronunciation",4,1,965,69,,
VN20,Reduced_None,33,trotty,none,flap,"New words, canonical pronunciation",4,1,882,116,,
VN20,Reduced_None,45,trounty,reduced,nasal,"New words, canonical pronunciation",4,1,786,110,,
VN20,Reduced_None,51,vettetus,reduced,flap,"New words, canonical pronunciation",4,1,1072,67,,
VN20,Reduced_None,58,vintimal,none,nasal,"New words, canonical pronunciation",4,1,900,35,,
VN20,Reduced_None,38,voutty,reduced,flap,"New words, canonical pronunciation",4,1,700,106,,
VN20,Reduced_None,64,abron,,,Nonwords,1,0,745,124,,
VN20,Reduced_None,65,balloom,,,Nonwords,1,0,1123,99,,
VN20,Reduced_None,68,bashketball,,,Nonwords,4,1,872,62,,
VN20,Reduced_None,83,bencil,,,Nonwords,4,1,717,91,,
VN20,Reduced_None,84,briest,,,Nonwords,4,1,933,29,,
VN20,Reduced_None,70,cabimet,,,Nonwords,4,1,765,114,,
VN20,Reduced_None,71,cassier,,,Nonwords,4,1,901,8,,
VN20,Reduced_None,72,crame,,,Nonwords,4,1,876,13,,
VN20,Reduced_None,73,dansher,,,Nonwords,4,1,794,92,,
VN20,Reduced_None,74,feshtival,,,Nonwords,4,1,674,56,,
VN20,Reduced_None,75,fiss,,,Nonwords,4,1,686,45,,
VN20,Reduced_None,76,glash,,,Nonwords,4,1,842,64,,
VN20,Reduced_None,77,grabe,,,Nonwords,4,1,775,28,,
VN20,Reduced_None,78,han,,,Nonwords,4,1,1231,25,,
VN20,Reduced_None,79,herpivore,,,Nonwords,4,1,1080,54,,
VN20,Reduced_None,80,nechanic,,,Nonwords,4,1,737,31,,
VN20,Reduced_None,81,nushroom,,,Nonwords,4,1,881,27,,
VN20,Reduced_None,82,palashe,,,Nonwords,4,1,790,55,,
VN20,Reduced_None,66,pank,,,Nonwords,4,1,703,6,,
VN20,Reduced_None,67,parrel,,,Nonwords,4,1,658,63,,
VN20,Reduced_None,69,prain,,,Nonwords,1,0,3194,0,,
VN20,Reduced_None,85,reshtaurant,,,Nonwords,4,1,1167,36,,
VN20,Reduced_None,86,ruppish,,,Nonwords,4,1,765,68,,
VN20,Reduced_None,87,selter,,,Nonwords,4,1,994,108,,
VN20,Reduced_None,90,shke,,,Nonwords,4,1,766,61,,
VN20,Reduced_None,88,sirt,,,Nonwords,4,1,881,75,,
VN20,Reduced_None,89,smail,,,Nonwords,4,1,884,7,,
VN20,Reduced_None,91,spoom,,,Nonwords,4,1,917,76,,
VN20,Reduced_None,92,sunnit,,,Nonwords,4,1,855,118,,
VN20,Reduced_None,93,teemager,,,Nonwords,4,1,852,14,,
VN20,Reduced_None,94,vegetaple,,,Nonwords,4,1,747,84,,
VN20,Reduced_None,95,wimdow,,,Nonwords,4,1,640,83,,
VN20,Reduced_None,0,apron,,,Familiar words,1,1,671,50,,
VN20,Reduced_None,1,balloon,,,Familiar words,1,1,597,33,,
VN20,Reduced_None,2,bank,,,Familiar words,1,1,622,109,,
VN20,Reduced_None,3,barrel,,,Familiar words,1,1,679,16,,
VN20,Reduced_None,4,basketball,,,Familiar words,1,1,1301,2,,
VN20,Reduced_None,5,brain,,,Familiar words,1,1,562,47,,
VN20,Reduced_None,6,cabinet,,,Familiar words,1,1,737,73,,
VN20,Reduced_None,7,cashier,,,Familiar words,1,1,788,12,,
VN20,Reduced_None,8,crane,,,Familiar words,4,0,822,43,,
VN20,Reduced_None,9,dancer,,,Familiar words,1,1,893,15,,
VN20,Reduced_None,10,festival,,,Familiar words,1,1,805,122,,
VN20,Reduced_None,11,fish,,,Familiar words,1,1,572,39,,
VN20,Reduced_None,12,glass,,,Familiar words,1,1,625,58,,
VN20,Reduced_None,13,grape,,,Familiar words,1,1,643,11,,
VN20,Reduced_None,14,ham,,,Familiar words,1,1,708,102,,
VN20,Reduced_None,15,herbivore,,,Familiar words,1,1,539,57,,
VN20,Reduced_None,16,mechanic,,,Familiar words,1,1,848,112,,
VN20,Reduced_None,17,mushroom,,,Familiar words,1,1,976,4,,
VN20,Reduced_None,18,palace,,,Familiar words,1,1,698,81,,
VN20,Reduced_None,19,pencil,,,Familiar words,1,1,568,30,,
VN20,Reduced_None,20,priest,,,Familiar words,1,1,830,105,,
VN20,Reduced_None,21,restaurant,,,Familiar words,1,1,701,127,,
VN20,Reduced_None,22,rubbish,,,Familiar words,1,1,749,44,,
VN20,Reduced_None,23,shelter,,,Familiar words,1,1,864,121,,
VN20,Reduced_None,24,shirt,,,Familiar words,1,1,742,72,,
VN20,Reduced_None,25,sil,,,Familiar words,1,1,866,66,,
VN20,Reduced_None,26,ske,,,Familiar words,1,1,662,60,,
