ID,group,item.number,item,spelling.learned,reduction.type,pronunciation,button.pressedd,correct,RT,trial,spellingTest.answer,spelling.correct
CN23,Canonical_None,50,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,895,69,tretendous,0
CN23,Canonical_None,33,trotty,canonical,flap,"New words, canonical pronunciation",1,0,718,116,,0
CN23,Canonical_None,45,trounty,none,nasal,"New words, canonical pronunciation",4,1,750,110,,
CN23,Canonical_None,51,vettetus,none,flap,"New words, canonical pronunciation",1,0,696,67,,
CN23,Canonical_None,58,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,884,35,vitimus,0
CN23,Canonical_None,38,voutty,none,flap,"New words, canonical pronunciation",1,0,936,106,,
CN23,Canonical_None,64,abron,,,Nonwords,4,1,556,124,,
CN23,Canonical_None,65,balloom,,,Nonwords,1,0,515,99,,
CN23,Canonical_None,68,bashketball,,,Nonwords,4,1,742,62,,
CN23,Canonical_None,83,bencil,,,Nonwords,4,1,653,91,,
CN23,Canonical_None,84,briest,,,Nonwords,4,1,739,29,,
CN23,Canonical_None,70,cabimet,,,Nonwords,4,1,733,114,,
CN23,Canonical_None,71,cassier,,,Nonwords,4,1,848,8,,
CN23,Canonical_None,72,crame,,,Nonwords,1,0,509,13,,
CN23,Canonical_None,73,dansher,,,Nonwords,4,1,526,92,,
CN23,Canonical_None,74,feshtival,,,Nonwords,4,1,683,56,,
CN23,Canonical_None,75,fiss,,,Nonwords,4,1,437,45,,
CN23,Canonical_None,76,glash,,,Nonwords,1,0,522,64,,
CN23,Canonical_None,77,grabe,,,Nonwords,4,1,728,28,,
CN23,Canonical_None,78,han,,,Nonwords,4,1,792,25,,
CN23,Canonical_None,79,herpivore,,,Nonwords,4,1,698,54,,
CN23,Canonical_None,80,nechanic,,,Nonwords,4,1,606,31,,
CN23,Canonical_None,81,nushroom,,,Nonwords,4,1,575,27,,
CN23,Canonical_None,82,palashe,,,Nonwords,1,0,612,55,,
CN23,Canonical_None,66,pank,,,Nonwords,4,1,496,6,,
CN23,Canonical_None,67,parrel,,,Nonwords,4,1,543,63,,
CN23,Canonical_None,69,prain,,,Nonwords,4,1,2456,0,,
CN23,Canonical_None,85,reshtaurant,,,Nonwords,4,1,868,36,,
CN23,Canonical_None,86,ruppish,,,Nonwords,4,1,524,68,,
CN23,Canonical_None,87,selter,,,Nonwords,4,1,996,108,,
CN23,Canonical_None,90,shke,,,Nonwords,4,1,399,61,,
CN23,Canonical_None,88,sirt,,,Nonwords,4,1,444,75,,
CN23,Canonical_None,89,smail,,,Nonwords,4,1,591,7,,
CN23,Canonical_None,91,spoom,,,Nonwords,4,1,930,76,,
CN23,Canonical_None,92,sunnit,,,Nonwords,1,0,655,118,,
CN23,Canonical_None,93,teemager,,,Nonwords,4,1,542,14,,
CN23,Canonical_None,94,vegetaple,,,Nonwords,4,1,649,84,,
CN23,Canonical_None,95,wimdow,,,Nonwords,4,1,522,83,,
CN23,Canonical_None,0,apron,,,Familiar words,1,1,532,50,,
CN23,Canonical_None,1,balloon,,,Familiar words,1,1,700,33,,
CN23,Canonical_None,2,bank,,,Familiar words,1,1,723,109,,
CN23,Canonical_None,3,barrel,,,Familiar words,1,1,588,16,,
CN23,Canonical_None,4,basketball,,,Familiar words,1,1,750,2,,
CN23,Canonical_None,5,brain,,,Familiar words,1,1,579,47,,
CN23,Canonical_None,6,cabinet,,,Familiar words,1,1,921,73,,
CN23,Canonical_None,7,cashier,,,Familiar words,1,1,689,12,,
CN23,Canonical_None,8,crane,,,Familiar words,1,1,638,43,,
CN23,Canonical_None,9,dancer,,,Familiar words,1,1,618,15,,
CN23,Canonical_None,10,festival,,,Familiar words,1,1,645,122,,
CN23,Canonical_None,11,fish,,,Familiar words,1,1,736,39,,
CN23,Canonical_None,12,glass,,,Familiar words,1,1,668,58,,
CN23,Canonical_None,13,grape,,,Familiar words,1,1,660,11,,
CN23,Canonical_None,14,ham,,,Familiar words,1,1,762,102,,
CN23,Canonical_None,15,herbivore,,,Familiar words,1,1,620,57,,
CN23,Canonical_None,16,mechanic,,,Familiar words,1,1,785,112,,
CN23,Canonical_None,17,mushroom,,,Familiar words,1,1,567,4,,
CN23,Canonical_None,18,palace,,,Familiar words,1,1,480,81,,
CN23,Canonical_None,19,pencil,,,Familiar words,1,1,624,30,,
CN23,Canonical_None,20,priest,,,Familiar words,1,1,1014,105,,
CN23,Canonical_None,21,restaurant,,,Familiar words,1,1,589,127,,
CN23,Canonical_None,22,rubbish,,,Familiar words,1,1,622,44,,
CN23,Canonical_None,23,shelter,,,Familiar words,1,1,701,121,,
CN23,Canonical_None,24,shirt,,,Familiar words,1,1,680,72,,
CN23,Canonical_None,25,sil,,,Familiar words,1,1,635,66,,
CN23,Canonical_None,26,ske,,,Familiar words,1,1,641,60,,
CN23,Canonical_None,27,spoon,,,Familiar words,1,1,1732,87,,
CN23,Canonical_None,28,summit,,,Familiar words,1,1,886,85,,
CN23,Canonical_None,29,teeger,,,Familiar words,1,1,710,89,,
CN23,Canonical_None,30,vegetable,,,Familiar words,1,1,808,51,,
CN23,Canonical_None,31,window,,,Familiar words,1,1,568,52,,
CN24,Canonical_None,99,bliddus,none,flap,"New words, trained pronunciation",4,0,854,117,,
CN24,Canonical_None,124,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,777,74,,
CN24,Canonical_None,110,bunnow,none,nasal,"New words, trained pronunciation",1,1,1051,3,,
CN24,Canonical_None,96,byddo,canonical,flap,"New words, trained pronunciation",1,1,822,103,,
CN24,Canonical_None,98,cluddee,none,flap,"New words, trained pronunciation",1,1,743,5,,
CN24,Canonical_None,125,credenner,none,nasal,"New words, trained pronunciation",1,1,809,86,,
CN24,Canonical_None,121,cynnergus,none,nasal,"New words, trained pronunciation",1,1,902,71,,
CN24,Canonical_None,101,fluddow,none,flap,"New words, trained pronunciation",1,1,781,79,,
CN24,Canonical_None,111,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,759,41,,
CN24,Canonical_None,105,glunner,none,nasal,"New words, trained pronunciation",1,1,742,19,,
CN24,Canonical_None,127,lucrunny,none,nasal,"New words, trained pronunciation",1,1,915,94,,
CN24,Canonical_None,113,piddery,canonical,flap,"New words, trained pronunciation",1,1,788,82,,
CN24,Canonical_None,116,pribeddy,none,flap,"New words, trained pronunciation",1,1,979,93,,
CN24,Canonical_None,107,prounner,none,nasal,"New words, trained pronunciation",1,1,625,24,,
CN24,Canonical_None,100,ruddow,canonical,flap,"New words, trained pronunciation",1,1,788,115,,
CN24,Canonical_None,119,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,970,21,,
CN24,Canonical_None,106,senno,canonical,nasal,"New words, trained pronunciation",1,1,543,120,,
CN24,Canonical_None,103,sleddow,canonical,flap,"New words, trained pronunciation",4,0,832,26,,
CN24,Canonical_None,112,slyddenee,none,flap,"New words, trained pronunciation",1,1,1005,97,,
CN24,Canonical_None,108,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,889,17,,
CN24,Canonical_None,120,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,1130,42,,
CN24,Canonical_None,118,spearoddus,none,flap,"New words, trained pronunciation",1,1,1083,77,,
CN24,Canonical_None,123,spennogy,none,nasal,"New words, trained pronunciation",1,1,1048,78,,
CN24,Canonical_None,126,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,796,126,,
CN24,Canonical_None,117,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,964,70,,
CN24,Canonical_None,114,treddemus,canonical,flap,"New words, trained pronunciation",1,1,792,80,,
CN24,Canonical_None,104,trenner,canonical,nasal,"New words, trained pronunciation",1,1,643,88,,
CN24,Canonical_None,97,troddy,canonical,flap,"New words, trained pronunciation",1,1,683,18,,
CN24,Canonical_None,109,trounny,none,nasal,"New words, trained pronunciation",1,1,505,123,,
CN24,Canonical_None,115,veddetus,none,flap,"New words, trained pronunciation",4,0,1134,95,,
CN24,Canonical_None,122,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,735,46,,
CN24,Canonical_None,102,vouddy,none,flap,"New words, trained pronunciation",4,0,997,98,,
CN24,Canonical_None,35,blittus,none,flap,"New words, canonical pronunciation",1,0,708,107,,
CN24,Canonical_None,60,bredento,canonical,nasal,"New words, canonical pronunciation",1,0,894,90,brendotus,0
CN24,Canonical_None,46,buntow,none,nasal,"New words, canonical pronunciation",4,1,778,20,,
CN24,Canonical_None,32,bytto,canonical,flap,"New words, canonical pronunciation",4,1,957,113,,1
CN24,Canonical_None,34,cluttee,none,flap,"New words, canonical pronunciation",1,0,755,65,,
CN24,Canonical_None,61,credenter,none,nasal,"New words, canonical pronunciation",1,0,1343,37,,
CN24,Canonical_None,57,cyntergus,none,nasal,"New words, canonical pronunciation",1,0,891,101,,
CN24,Canonical_None,37,fluttow,none,flap,"New words, canonical pronunciation",1,0,882,32,,
CN24,Canonical_None,47,gleanty,canonical,nasal,"New words, canonical pronunciation",1,0,585,125,,1
CN24,Canonical_None,41,glunter,none,nasal,"New words, canonical pronunciation",4,1,665,111,,
CN24,Canonical_None,63,lucrunty,none,nasal,"New words, canonical pronunciation",4,1,987,100,,
CN24,Canonical_None,49,pittery,canonical,flap,"New words, canonical pronunciation",1,0,729,104,,1
CN24,Canonical_None,52,pribetty,none,flap,"New words, canonical pronunciation",1,0,967,34,,
CN24,Canonical_None,43,prounter,none,nasal,"New words, canonical pronunciation",4,1,771,23,,
CN24,Canonical_None,36,ruttow,canonical,flap,"New words, canonical pronunciation",1,0,747,59,,1
CN24,Canonical_None,55,sceanetty,canonical,flap,"New words, canonical pronunciation",4,1,1060,48,s,0
CN24,Canonical_None,42,sento,canonical,nasal,"New words, canonical pronunciation",1,0,2249,1,,1
CN24,Canonical_None,39,slettow,canonical,flap,"New words, canonical pronunciation",1,0,1041,9,s,0
CN24,Canonical_None,48,slyttenee,none,flap,"New words, canonical pronunciation",1,0,1154,96,,
CN24,Canonical_None,44,smountus,canonical,nasal,"New words, canonical pronunciation",1,0,1214,40,s,0
CN24,Canonical_None,56,sounterby,canonical,nasal,"New words, canonical pronunciation",1,0,959,10,s,0
CN24,Canonical_None,54,spearottus,none,flap,"New words, canonical pronunciation",1,0,857,22,,
CN24,Canonical_None,59,spentogy,none,nasal,"New words, canonical pronunciation",4,1,1614,53,,
CN24,Canonical_None,62,suspintus,canonical,nasal,"New words, canonical pronunciation",1,0,998,38,spirotus,0
CN24,Canonical_None,53,trecottus,canonical,flap,"New words, canonical pronunciation",1,0,651,119,treccotus,0
CN24,Canonical_None,40,trenter,canonical,nasal,"New words, canonical pronunciation",4,1,841,49,trotter,0
CN24,Canonical_None,50,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,820,69,t,0
CN24,Canonical_None,33,trotty,canonical,flap,"New words, canonical pronunciation",1,0,633,116,t,0
CN24,Canonical_None,45,trounty,none,nasal,"New words, canonical pronunciation",4,1,745,110,,
CN24,Canonical_None,51,vettetus,none,flap,"New words, canonical pronunciation",4,1,842,67,,
CN24,Canonical_None,58,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,845,35,vintimus,0
CN24,Canonical_None,38,voutty,none,flap,"New words, canonical pronunciation",1,0,628,106,,
CN24,Canonical_None,64,abron,,,Nonwords,4,1,641,124,,
CN24,Canonical_None,65,balloom,,,Nonwords,4,1,737,99,,
CN24,Canonical_None,68,bashketball,,,Nonwords,4,1,491,62,,
CN24,Canonical_None,83,bencil,,,Nonwords,4,1,796,91,,
CN24,Canonical_None,84,briest,,,Nonwords,1,0,834,29,,
CN24,Canonical_None,70,cabimet,,,Nonwords,4,1,736,114,,
CN24,Canonical_None,71,cassier,,,Nonwords,4,1,1010,8,,
CN24,Canonical_None,72,crame,,,Nonwords,4,1,790,13,,
CN24,Canonical_None,73,dansher,,,Nonwords,4,1,730,92,,
CN24,Canonical_None,74,feshtival,,,Nonwords,4,1,784,56,,
CN24,Canonical_None,75,fiss,,,Nonwords,4,1,638,45,,
CN24,Canonical_None,76,glash,,,Nonwords,4,1,669,64,,
CN24,Canonical_None,77,grabe,,,Nonwords,4,1,653,28,,
CN24,Canonical_None,78,han,,,Nonwords,4,1,763,25,,
CN24,Canonical_None,79,herpivore,,,Nonwords,4,1,967,54,,
CN24,Canonical_None,80,nechanic,,,Nonwords,4,1,716,31,,
CN24,Canonical_None,81,nushroom,,,Nonwords,4,1,758,27,,
CN24,Canonical_None,82,palashe,,,Nonwords,4,1,694,55,,
CN24,Canonical_None,66,pank,,,Nonwords,4,1,1156,6,,
CN24,Canonical_None,67,parrel,,,Nonwords,4,1,577,63,,
CN24,Canonical_None,69,prain,,,Nonwords,4,1,3315,0,,
CN24,Canonical_None,85,reshtaurant,,,Nonwords,4,1,1359,36,,
CN24,Canonical_None,86,ruppish,,,Nonwords,4,1,472,68,,
CN24,Canonical_None,87,selter,,,Nonwords,4,1,1152,108,,
CN24,Canonical_None,90,shke,,,Nonwords,4,1,486,61,,
CN24,Canonical_None,88,sirt,,,Nonwords,4,1,582,75,,
CN24,Canonical_None,89,smail,,,Nonwords,4,1,870,7,,
CN24,Canonical_None,91,spoom,,,Nonwords,1,0,644,76,,
CN24,Canonical_None,92,sunnit,,,Nonwords,4,1,828,118,,
CN24,Canonical_None,93,teemager,,,Nonwords,4,1,753,14,,
CN24,Canonical_None,94,vegetaple,,,Nonwords,4,1,708,84,,
CN24,Canonical_None,95,wimdow,,,Nonwords,4,1,662,83,,
CN24,Canonical_None,0,apron,,,Familiar words,4,0,733,50,,
CN24,Canonical_None,1,balloon,,,Familiar words,1,1,602,33,,
CN24,Canonical_None,2,bank,,,Familiar words,1,1,486,109,,
CN24,Canonical_None,3,barrel,,,Familiar words,1,1,588,16,,
CN24,Canonical_None,4,basketball,,,Familiar words,1,1,1594,2,,
CN24,Canonical_None,5,brain,,,Familiar words,1,1,639,47,,
CN24,Canonical_None,6,cabinet,,,Familiar words,1,1,744,73,,
CN24,Canonical_None,7,cashier,,,Familiar words,1,1,847,12,,
CN24,Canonical_None,8,crane,,,Familiar words,1,1,693,43,,
CN24,Canonical_None,9,dancer,,,Familiar words,1,1,1030,15,,
CN24,Canonical_None,10,festival,,,Familiar words,1,1,600,122,,
CN24,Canonical_None,11,fish,,,Familiar words,1,1,655,39,,
CN24,Canonical_None,12,glass,,,Familiar words,1,1,629,58,,
CN24,Canonical_None,13,grape,,,Familiar words,1,1,724,11,,
CN24,Canonical_None,14,ham,,,Familiar words,1,1,657,102,,
CN24,Canonical_None,15,herbivore,,,Familiar words,1,1,605,57,,
CN24,Canonical_None,16,mechanic,,,Familiar words,1,1,700,112,,
CN24,Canonical_None,17,mushroom,,,Familiar words,1,1,996,4,,
CN24,Canonical_None,18,palace,,,Familiar words,1,1,671,81,,
CN24,Canonical_None,19,pencil,,,Familiar words,1,1,603,30,,
CN24,Canonical_None,20,priest,,,Familiar words,4,0,675,105,,
CN24,Canonical_None,21,restaurant,,,Familiar words,1,1,667,127,,
CN24,Canonical_None,22,rubbish,,,Familiar words,1,1,733,44,,
CN24,Canonical_None,23,shelter,,,Familiar words,1,1,582,121,,
CN24,Canonical_None,24,shirt,,,Familiar words,4,0,620,72,,
CN24,Canonical_None,25,sil,,,Familiar words,1,1,830,66,,
CN24,Canonical_None,26,ske,,,Familiar words,1,1,670,60,,
CN24,Canonical_None,27,spoon,,,Familiar words,1,1,891,87,,
CN24,Canonical_None,28,summit,,,Familiar words,4,0,668,85,,
CN24,Canonical_None,29,teeger,,,Familiar words,1,1,573,89,,
CN24,Canonical_None,30,vegetable,,,Familiar words,1,1,933,51,,
CN24,Canonical_None,31,window,,,Familiar words,1,1,954,52,,
CN25,Canonical_None,99,bliddus,none,flap,"New words, trained pronunciation",1,1,451,117,,
CN25,Canonical_None,124,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,758,74,,
CN25,Canonical_None,110,bunnow,none,nasal,"New words, trained pronunciation",1,1,1503,3,,
CN25,Canonical_None,96,byddo,canonical,flap,"New words, trained pronunciation",1,1,786,103,,
CN25,Canonical_None,98,cluddee,none,flap,"New words, trained pronunciation",1,1,844,5,,
CN25,Canonical_None,125,credenner,none,nasal,"New words, trained pronunciation",1,1,779,86,,
CN25,Canonical_None,121,cynnergus,none,nasal,"New words, trained pronunciation",1,1,833,71,,
CN25,Canonical_None,101,fluddow,none,flap,"New words, trained pronunciation",4,0,745,79,,
CN25,Canonical_None,111,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,567,41,,
CN25,Canonical_None,105,glunner,none,nasal,"New words, trained pronunciation",1,1,737,19,,
CN25,Canonical_None,127,lucrunny,none,nasal,"New words, trained pronunciation",1,1,697,94,,
CN25,Canonical_None,113,piddery,canonical,flap,"New words, trained pronunciation",1,1,542,82,,
CN25,Canonical_None,116,pribeddy,none,flap,"New words, trained pronunciation",1,1,556,93,,
CN25,Canonical_None,107,prounner,none,nasal,"New words, trained pronunciation",1,1,460,24,,
CN25,Canonical_None,100,ruddow,canonical,flap,"New words, trained pronunciation",1,1,480,115,,
CN25,Canonical_None,119,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,939,21,,
CN25,Canonical_None,106,senno,canonical,nasal,"New words, trained pronunciation",4,0,852,120,,
CN25,Canonical_None,103,sleddow,canonical,flap,"New words, trained pronunciation",1,1,691,26,,
CN25,Canonical_None,112,slyddenee,none,flap,"New words, trained pronunciation",1,1,1133,97,,
CN25,Canonical_None,108,smounnus,canonical,nasal,"New words, trained pronunciation",4,0,1087,17,,
CN25,Canonical_None,120,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,843,42,,
CN25,Canonical_None,118,spearoddus,none,flap,"New words, trained pronunciation",1,1,820,77,,
CN25,Canonical_None,123,spennogy,none,nasal,"New words, trained pronunciation",1,1,822,78,,
CN25,Canonical_None,126,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,905,126,,
CN25,Canonical_None,117,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,749,70,,
CN25,Canonical_None,114,treddemus,canonical,flap,"New words, trained pronunciation",1,1,760,80,,
CN25,Canonical_None,104,trenner,canonical,nasal,"New words, trained pronunciation",1,1,495,88,,
CN25,Canonical_None,97,troddy,canonical,flap,"New words, trained pronunciation",1,1,896,18,,
CN25,Canonical_None,109,trounny,none,nasal,"New words, trained pronunciation",4,0,576,123,,
CN25,Canonical_None,115,veddetus,none,flap,"New words, trained pronunciation",1,1,712,95,,
CN25,Canonical_None,122,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,937,46,,
CN25,Canonical_None,102,vouddy,none,flap,"New words, trained pronunciation",1,1,749,98,,
CN25,Canonical_None,35,blittus,none,flap,"New words, canonical pronunciation",1,0,421,107,,
CN25,Canonical_None,60,bredento,canonical,nasal,"New words, canonical pronunciation",1,0,695,90,bridous,0
CN25,Canonical_None,46,buntow,none,nasal,"New words, canonical pronunciation",1,0,649,20,,
CN25,Canonical_None,32,bytto,canonical,flap,"New words, canonical pronunciation",1,0,831,113,trotty,0
CN25,Canonical_None,34,cluttee,none,flap,"New words, canonical pronunciation",1,0,529,65,,
CN25,Canonical_None,61,credenter,none,nasal,"New words, canonical pronunciation",1,0,663,37,,
CN25,Canonical_None,57,cyntergus,none,nasal,"New words, canonical pronunciation",1,0,855,101,,
CN25,Canonical_None,37,fluttow,none,flap,"New words, canonical pronunciation",1,0,771,32,,
CN25,Canonical_None,47,gleanty,canonical,nasal,"New words, canonical pronunciation",1,0,499,125,,1
CN25,Canonical_None,41,glunter,none,nasal,"New words, canonical pronunciation",1,0,608,111,,
CN25,Canonical_None,63,lucrunty,none,nasal,"New words, canonical pronunciation",1,0,858,100,,
CN25,Canonical_None,49,pittery,canonical,flap,"New words, canonical pronunciation",1,0,528,104,,1
CN25,Canonical_None,52,pribetty,none,flap,"New words, canonical pronunciation",1,0,587,34,,
CN25,Canonical_None,43,prounter,none,nasal,"New words, canonical pronunciation",1,0,434,23,,
CN25,Canonical_None,36,ruttow,canonical,flap,"New words, canonical pronunciation",1,0,797,59,,1
CN25,Canonical_None,55,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,940,48,,0
CN25,Canonical_None,42,sento,canonical,nasal,"New words, canonical pronunciation",1,0,1326,1,,0
CN25,Canonical_None,39,slettow,canonical,flap,"New words, canonical pronunciation",1,0,894,9,s,0
CN25,Canonical_None,48,slyttenee,none,flap,"New words, canonical pronunciation",1,0,813,96,,
CN25,Canonical_None,44,smountus,canonical,nasal,"New words, canonical pronunciation",1,0,837,40,,0
CN25,Canonical_None,56,sounterby,canonical,nasal,"New words, canonical pronunciation",4,1,1527,10,soundebry,0
CN25,Canonical_None,54,spearottus,none,flap,"New words, canonical pronunciation",1,0,770,22,,
CN25,Canonical_None,59,spentogy,none,nasal,"New words, canonical pronunciation",4,1,1142,53,,
CN25,Canonical_None,62,suspintus,canonical,nasal,"New words, canonical pronunciation",1,0,921,38,suspentus,0
CN25,Canonical_None,53,trecottus,canonical,flap,"New words, canonical pronunciation",4,1,722,119,tricotous,0
CN25,Canonical_None,40,trenter,canonical,nasal,"New words, canonical pronunciation",1,0,691,49,trotter,0
CN25,Canonical_None,50,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,581,69,,0
CN25,Canonical_None,33,trotty,canonical,flap,"New words, canonical pronunciation",1,0,540,116,,0
CN25,Canonical_None,45,trounty,none,nasal,"New words, canonical pronunciation",4,1,814,110,,
CN25,Canonical_None,51,vettetus,none,flap,"New words, canonical pronunciation",1,0,535,67,,
CN25,Canonical_None,58,vintimal,canonical,nasal,"New words, canonical pronunciation",1,0,518,35,vitay,0
CN25,Canonical_None,38,voutty,none,flap,"New words, canonical pronunciation",1,0,451,106,,
CN25,Canonical_None,64,abron,,,Nonwords,4,1,595,124,,
CN25,Canonical_None,65,balloom,,,Nonwords,1,0,667,99,,
CN25,Canonical_None,68,bashketball,,,Nonwords,4,1,547,62,,
CN25,Canonical_None,83,bencil,,,Nonwords,4,1,443,91,,
CN25,Canonical_None,84,briest,,,Nonwords,4,1,676,29,,
CN25,Canonical_None,70,cabimet,,,Nonwords,4,1,723,114,,
CN25,Canonical_None,71,cassier,,,Nonwords,4,1,957,8,,
CN25,Canonical_None,72,crame,,,Nonwords,4,1,921,13,,
CN25,Canonical_None,73,dansher,,,Nonwords,4,1,567,92,,
CN25,Canonical_None,74,feshtival,,,Nonwords,4,1,772,56,,
CN25,Canonical_None,75,fiss,,,Nonwords,4,1,715,45,,
CN25,Canonical_None,76,glash,,,Nonwords,4,1,491,64,,
CN25,Canonical_None,77,grabe,,,Nonwords,4,1,720,28,,
CN25,Canonical_None,78,han,,,Nonwords,4,1,783,25,,
CN25,Canonical_None,79,herpivore,,,Nonwords,1,0,997,54,,
CN25,Canonical_None,80,nechanic,,,Nonwords,4,1,716,31,,
CN25,Canonical_None,81,nushroom,,,Nonwords,4,1,727,27,,
CN25,Canonical_None,82,palashe,,,Nonwords,4,1,756,55,,
CN25,Canonical_None,66,pank,,,Nonwords,4,1,957,6,,
CN25,Canonical_None,67,parrel,,,Nonwords,4,1,554,63,,
CN25,Canonical_None,69,prain,,,Nonwords,4,1,3618,0,,
CN25,Canonical_None,85,reshtaurant,,,Nonwords,4,1,815,36,,
CN25,Canonical_None,86,ruppish,,,Nonwords,4,1,688,68,,
CN25,Canonical_None,87,selter,,,Nonwords,4,1,877,108,,
CN25,Canonical_None,90,shke,,,Nonwords,4,1,591,61,,
CN25,Canonical_None,88,sirt,,,Nonwords,4,1,652,75,,
CN25,Canonical_None,89,smail,,,Nonwords,4,1,1052,7,,
CN25,Canonical_None,91,spoom,,,Nonwords,1,0,685,76,,
CN25,Canonical_None,92,sunnit,,,Nonwords,4,1,696,118,,
CN25,Canonical_None,93,teemager,,,Nonwords,4,1,750,14,,
CN25,Canonical_None,94,vegetaple,,,Nonwords,4,1,906,84,,
CN25,Canonical_None,95,wimdow,,,Nonwords,4,1,679,83,,
CN25,Canonical_None,0,apron,,,Familiar words,1,1,592,50,,
CN25,Canonical_None,1,balloon,,,Familiar words,1,1,492,33,,
CN25,Canonical_None,2,bank,,,Familiar words,1,1,551,109,,
CN25,Canonical_None,3,barrel,,,Familiar words,1,1,831,16,,
CN25,Canonical_None,4,basketball,,,Familiar words,1,1,1453,2,,
CN25,Canonical_None,5,brain,,,Familiar words,1,1,589,47,,
CN25,Canonical_None,6,cabinet,,,Familiar words,1,1,592,73,,
CN25,Canonical_None,7,cashier,,,Familiar words,1,1,948,12,,
CN25,Canonical_None,8,crane,,,Familiar words,1,1,552,43,,
CN25,Canonical_None,9,dancer,,,Familiar words,4,0,620,15,,
CN25,Canonical_None,10,festival,,,Familiar words,1,1,598,122,,
CN25,Canonical_None,11,fish,,,Familiar words,1,1,645,39,,
CN25,Canonical_None,12,glass,,,Familiar words,1,1,902,58,,
CN25,Canonical_None,13,grape,,,Familiar words,1,1,1229,11,,
CN25,Canonical_None,14,ham,,,Familiar words,1,1,647,102,,
CN25,Canonical_None,15,herbivore,,,Familiar words,1,1,657,57,,
CN25,Canonical_None,16,mechanic,,,Familiar words,1,1,719,112,,
CN25,Canonical_None,17,mushroom,,,Familiar words,1,1,973,4,,
CN25,Canonical_None,18,palace,,,Familiar words,4,0,655,81,,
CN25,Canonical_None,19,pencil,,,Familiar words,1,1,658,30,,
CN25,Canonical_None,20,priest,,,Familiar words,1,1,421,105,,
CN25,Canonical_None,21,restaurant,,,Familiar words,1,1,638,127,,
CN25,Canonical_None,22,rubbish,,,Familiar words,1,1,909,44,,
CN25,Canonical_None,23,shelter,,,Familiar words,4,0,824,121,,
CN25,Canonical_None,24,shirt,,,Familiar words,1,1,682,72,,
CN25,Canonical_None,25,sil,,,Familiar words,1,1,711,66,,
CN25,Canonical_None,26,ske,,,Familiar words,1,1,670,60,,
CN25,Canonical_None,27,spoon,,,Familiar words,1,1,893,87,,
CN25,Canonical_None,28,summit,,,Familiar words,1,1,977,85,,
CN25,Canonical_None,29,teeger,,,Familiar words,1,1,653,89,,
CN25,Canonical_None,30,vegetable,,,Familiar words,1,1,663,51,,
CN25,Canonical_None,31,window,,,Familiar words,1,1,609,52,,
CN26,Canonical_None,99,bliddus,none,flap,"New words, trained pronunciation",1,1,595,117,,
CN26,Canonical_None,124,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,523,74,,
CN26,Canonical_None,110,bunnow,none,nasal,"New words, trained pronunciation",1,1,643,3,,
CN26,Canonical_None,96,byddo,canonical,flap,"New words, trained pronunciation",4,0,764,103,,
CN26,Canonical_None,98,cluddee,none,flap,"New words, trained pronunciation",1,1,657,5,,
CN26,Canonical_None,125,credenner,none,nasal,"New words, trained pronunciation",1,1,1106,86,,
CN26,Canonical_None,121,cynnergus,none,nasal,"New words, trained pronunciation",1,1,777,71,,
CN26,Canonical_None,101,fluddow,none,flap,"New words, trained pronunciation",1,1,515,79,,
CN26,Canonical_None,111,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,882,41,,
CN26,Canonical_None,105,glunner,none,nasal,"New words, trained pronunciation",1,1,538,19,,
CN26,Canonical_None,127,lucrunny,none,nasal,"New words, trained pronunciation",1,1,887,94,,
CN26,Canonical_None,113,piddery,canonical,flap,"New words, trained pronunciation",1,1,399,82,,
CN26,Canonical_None,116,pribeddy,none,flap,"New words, trained pronunciation",1,1,593,93,,
CN26,Canonical_None,107,prounner,none,nasal,"New words, trained pronunciation",1,1,496,24,,
CN26,Canonical_None,100,ruddow,canonical,flap,"New words, trained pronunciation",1,1,532,115,,
CN26,Canonical_None,119,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,683,21,,
CN26,Canonical_None,106,senno,canonical,nasal,"New words, trained pronunciation",1,1,584,120,,
CN26,Canonical_None,103,sleddow,canonical,flap,"New words, trained pronunciation",4,0,887,26,,
